公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
4915,致伸,38804679,34172330,4632349,--,--,4632349,3125669,--,1506680,115468,1622148,353253,1268895,--,--,1268895,57060,--,1325955,1212818,--,56077,1266715,--,59240,2.81
4916,事欣科,1068824,946686,122138,--,--,122138,100579,--,21559,5171,26730,13751,12979,--,--,12979,5956,--,18935,12979,--,--,18935,--,--,0.19
4919,新唐科技,5303325,3044350,2258975,--,--,2258975,1951104,--,307871,69638,377509,64885,312624,--,--,312624,-2267,--,310357,312624,--,--,310357,--,--,1.51
4930,燦星網通,10065068,8681223,1383845,--,--,1383845,1299314,--,84531,157184,241715,51276,190439,--,--,190439,70123,--,260562,57791,--,132648,112204,--,148358,0.22
4934,太極能源,4646095,4244869,401226,--,--,401226,245470,--,155756,10694,166450,-4496,170946,--,--,170946,2842,--,173788,170946,--,0,173788,--,0,0.65
4935,F-茂林,4447246,3469720,977526,--,--,977526,547472,--,430054,37151,467205,43259,423946,--,--,423946,43604,--,467550,423946,--,--,467550,--,--,3.29
4938,和碩,667792496,628271592,39520904,0,0,39520904,21681751,--,17839153,-1679130,16160023,4010445,12149578,--,--,12149578,2184668,--,14334246,8977549,--,3172029,10254295,--,4079951,3.86
4942,嘉彰,7176384,6062577,1113807,--,--,1113807,721369,--,392438,60894,453332,143042,310290,--,--,310290,83146,--,393436,310616,--,-326,393762,--,-326,2.04
4952,凌通科技,2236451,1394656,841795,--,--,841795,570912,--,270883,17112,287995,39552,248443,--,--,248443,1597,--,250040,248443,--,--,250040,--,--,2.28
4956,光鋐,1211687,951852,259835,--,--,259835,156871,--,102964,215,103179,13762,89417,--,--,89417,59,--,89476,89417,--,--,89476,--,--,0.89
4958,F-臻鼎,50002300,41558332,8443968,--,--,8443968,4410151,--,4033817,22297,4056114,566959,3489155,--,--,3489155,180259,--,3669414,3489155,--,--,3669414,--,--,4.72
4960,奇美材料,11968069,9746054,2222015,--,--,2222015,511419,--,1710596,208383,1918979,367003,1551976,--,--,1551976,24748,--,1576724,1560295,--,-8319,1585048,--,-8324,3.03
4976,佳凌,1205757,1071593,134164,0,0,134164,124799,0,9365,4253,13618,8540,5078,--,--,5078,0,--,5078,--,--,--,--,--,--,0.05
4977,F-眾達,1291357,980645,310712,--,--,310712,134001,-234,176477,12256,188733,7486,181247,--,--,181247,20085,--,201332,181247,--,--,201332,--,--,3.59
4984,F-科納,801764,474968,326796,--,--,326796,249171,--,77625,7631,85256,2911,82345,0,--,82345,29002,--,111347,82345,--,--,111347,--,--,1.82
4994,傳奇,1100889,92318,1008571,--,--,1008571,643818,--,364753,8216,372969,90150,282819,--,--,282819,-6212,--,276607,282819,--,--,276607,--,--,3.2
4999,鑫禾,1769715,1118862,650853,--,--,650853,230448,--,420405,14039,434444,95858,338586,--,--,338586,22344,--,360930,338586,--,--,360930,--,--,4.55
5007,三星科技,5402556,4112020,1290536,--,--,1290536,330270,--,960266,22196,982462,163957,818505,--,--,818505,4531,--,823036,807064,--,11441,809479,--,13557,3.01
5203,訊連,1655659,236411,1419248,--,--,1419248,920577,--,498671,113013,611684,123619,488065,--,--,488065,3447,--,491512,488065,--,--,491512,--,--,4.87
5215,F-科嘉,1474999,1105240,369759,--,--,369759,177414,-336,192009,42175,234184,71307,162877,--,--,162877,17703,--,180580,166155,--,-3278,183752,--,-3172,3.06
5225,F-東科,4219327,3576157,643170,--,--,643170,405558,--,237612,17709,255321,40997,214324,0,--,214324,-2619,--,211705,214324,--,--,211705,--,--,3.53
5234,達興,2438024,1809900,628124,--,--,628124,398062,--,230062,4146,234208,30805,203403,--,--,203403,-85,--,203318,203403,--,--,203318,--,--,2.18
5243,F-乙盛,7293633,6120160,1173473,--,--,1173473,772921,--,400552,29108,429660,42987,386673,--,--,386673,87127,--,473800,397069,--,-10396,492467,--,-18667,2.2
5259,清惠,411767,472333,-60566,--,--,-60566,42924,--,-103490,-13548,-117038,-9174,-107864,--,--,-107864,-10498,--,-118362,--,--,--,--,--,--,-1.5
5264,F-鎧勝,22989386,16999308,5990078,--,--,5990078,2034008,--,3956070,154552,4110622,688908,3421714,--,--,3421714,302862,--,3724576,3421714,--,--,3724576,--,--,10.07
5269,祥碩科技,1181469,675638,505831,--,--,505831,323229,--,182602,15555,198157,26830,171327,--,--,171327,--,--,171327,171327,--,--,171327,--,--,3.04
5285,界霖,1911762,1559861,351901,--,--,351901,157232,--,194669,7636,202305,50433,151872,--,--,151872,2721,--,154593,151872,--,--,154593,--,--,2.28
5288,F-豐祥,2717036,2272377,444659,109,97,444647,171274,--,273373,44569,317942,76296,241646,0,--,241646,8077,--,249723,241646,--,--,249723,--,--,4.24
5305,敦南科技,7817932,5997291,1820641,1044,2030,1821627,1324315,--,497312,433315,930627,230877,699750,--,--,699750,136039,--,835789,397228,--,302522,508959,--,326830,0.96
5388,中磊電子,16838897,14135059,2703838,--,--,2703838,1830485,--,873353,-35037,838316,143642,694674,--,--,694674,148053,--,842727,694674,--,0,842727,--,0,3.1
5434,崇越科技,13499866,11888166,1611700,--,--,1611700,933082,--,678618,98265,776883,133897,642986,--,--,642986,6988,--,649974,641363,--,1623,648351,--,1623,4.06
5469,瀚宇博德,36639712,33302236,3337476,--,--,3337476,2916233,--,421243,234222,655465,102102,553363,--,--,553363,339489,--,892852,479165,--,74198,681563,--,211289,1.06
5471,松翰科技,2716789,1551729,1165060,--,--,1165060,718350,--,446710,37417,484127,65172,418955,--,--,418955,5743,--,424698,418955,--,--,424698,--,--,2.5
5484,慧友電子,1266668,875704,390964,--,--,390964,464437,--,-73473,6532,-66941,361,-67302,--,--,-67302,11463,--,-55839,-66471,--,-831,-54990,--,-849,-0.58
5515,建國工程,5191679,4663295,528384,--,--,528384,323758,--,204626,94385,299011,112176,186835,--,--,186835,8786,--,195621,182852,--,3983,191288,--,4333,0.51
5519,隆大營建,2673620,2080175,593445,--,--,593445,195189,--,398256,-2775,395481,18327,377154,--,--,377154,--,--,377154,377154,--,--,377154,--,--,2.19
5521,工信,4105661,4218839,-113178,--,--,-113178,83998,--,-197176,-6452,-203628,-29730,-173898,--,--,-173898,9537,--,-164361,-174939,--,1041,-165402,--,1041,-0.5
5522,遠雄建設,10707156,6544068,4163088,--,--,4163088,974169,483027,3671946,-397236,3274710,1140083,2134627,--,--,2134627,754,--,2135381,2154131,--,-19504,2154885,--,-19504,2.58
5525,順天建設,1403435,1050988,352447,--,--,352447,192328,--,160119,-17196,142923,10213,132710,--,--,132710,--,--,132710,132719,--,-9,132710,--,--,0.56
5531,鄉林建設,3835089,1969884,1865205,--,--,1865205,811159,--,1054046,-40957,1013089,220058,793031,--,--,793031,-171476,--,621555,885626,--,-92595,714150,--,-92595,1.1
5533,皇鼎建設,3091520,1917750,1173770,--,--,1173770,195339,--,978431,-19730,958701,101294,857407,--,--,857407,272,--,857679,857407,--,--,857679,--,--,3.36
5534,長虹,2281452,1106723,1174729,1443,--,1173286,437071,--,736215,-22206,714009,299765,414244,--,--,414244,--,--,414244,414340,--,-96,414340,--,-96,1.59
5538,F-東明,4813045,3866668,946377,--,--,946377,351640,--,594737,-14766,579971,162080,417891,--,--,417891,10799,--,428690,414853,--,3038,425504,--,3186,2.47
5607,遠雄港,953236,455123,498113,--,--,498113,247128,--,250985,-17063,233922,97,233825,--,--,233825,-81067,--,152758,189664,--,44161,108597,--,44161,1.12
5608,四維航業,3247451,3034611,212840,--,--,212840,152339,--,60501,124732,185233,53288,131945,--,--,131945,211004,--,342949,132575,--,-630,343579,--,-630,0.33
5706,鳳凰旅遊,2392528,2105619,286909,--,--,286909,190366,7236,103779,31536,135315,18059,117256,--,--,117256,-5225,--,112031,117801,--,-545,112569,--,-538,1.93
5871,F-中租,25891407,11059057,14832350,--,--,14832350,8422086,101382,6511646,815477,7327123,1960626,5366497,--,--,5366497,159272,--,5525769,5124667,--,241830,5220467,--,305302,4.68
5906,F-台南,1096288,693588,402700,--,--,402700,944049,--,-541349,-22873,-564222,5136,-569358,--,--,-569358,1498,--,-567860,-569358,--,--,-567860,--,--,-5.91
5907,F-大洋,5396595,863885,4532710,--,--,4532710,3526347,--,1006363,57637,1064000,350672,713328,--,--,713328,89508,--,802836,711782,--,1546,801200,--,1636,3.57
6108,競國實業,6777812,5828849,948963,--,--,948963,569264,--,379699,20169,399868,78474,321394,--,--,321394,30024,--,351418,321394,--,--,351418,--,--,2.01
6112,聚碩,6392045,5865167,526878,--,--,526878,328837,--,198041,18950,216991,39453,177538,--,--,177538,0,--,177538,174038,--,3500,177538,--,0,1.9
6115,鎰勝,5810642,4901926,908716,--,--,908716,458812,--,449904,166405,616309,94379,521930,--,--,521930,6195,--,528125,521930,--,0,528125,--,0,3
6116,彩晶,17407680,13309744,4097936,0,2407,4100343,2179485,-25140,1895718,-695229,1200489,281,1200208,--,--,1200208,711519,--,1911727,1200208,--,--,1911727,--,--,0.37
6117,迎廣科技,2442345,1960316,482029,--,--,482029,420536,--,61493,12051,73544,14493,59051,--,--,59051,10048,--,69099,59051,--,--,69099,--,--,0.67
6120,達運,11497833,11525093,-27260,--,--,-27260,793250,--,-820510,193149,-627361,5868,-633229,--,--,-633229,89935,--,-543294,-634911,--,1682,-543692,--,398,-1.39
6128,上福全球,1395261,804795,590466,5497,5430,590399,336101,--,254298,-6593,247705,48334,199371,--,--,199371,10663,--,210034,199371,--,0,210034,--,0,2.19
6131,悠克電子,401211,355398,45813,--,--,45813,161839,--,-116026,-1816,-117842,-4364,-113478,--,--,-113478,-701,--,-114179,-113478,--,--,-114179,--,--,-1.18
6133,金橋科技,860274,681596,178678,--,--,178678,169682,--,8996,21659,30655,4737,25918,--,--,25918,1177,--,27095,25918,--,--,27095,--,--,0.26
6136,富爾特,533959,363789,170170,--,--,170170,160772,--,9398,213345,222743,7185,215558,--,--,215558,105913,--,321471,214502,--,1056,320286,--,1185,1.86
6139,亞翔工程,9516306,8880222,636084,--,--,636084,450319,--,185765,64904,250669,69920,180749,--,--,180749,94949,--,275698,162392,--,18357,255996,--,19702,0.86
6141,柏承科技,2297014,2000116,296898,--,--,296898,296111,--,787,18275,19062,7376,11686,--,--,11686,18348,--,30034,11778,--,-92,30116,--,-82,0.09
6142,友勁科技,3982304,3646844,335460,--,--,335460,629127,7554,-286113,95563,-190550,0,-190550,--,--,-190550,9216,--,-181334,-190550,--,0,-181334,--,0,-0.71
6145,勁永國際,4434697,4126367,308330,--,--,308330,339215,--,-30885,56799,25914,19073,6841,--,--,6841,71348,--,78189,6851,--,-10,78196,--,-7,0.02
6152,百一電子,5227716,4583555,644161,--,--,644161,871288,--,-227127,-2346,-229473,-30508,-198965,--,--,-198965,-7279,--,-206244,-199770,--,805,-207094,--,850,-1.16
6153,嘉聯益,10494652,8690037,1804615,--,--,1804615,1755679,--,48936,220947,269883,78660,191223,--,--,191223,15816,--,207039,191223,--,0,207039,--,0,0.59
6155,鈞寶,495727,370196,125531,0,0,125531,78934,--,46597,37500,84097,13558,70539,--,--,70539,33496,--,104035,70539,--,0,104035,--,0,0.84
6164,華興電子,1342451,969144,373307,--,--,373307,253777,--,119530,12529,132059,30736,101323,--,--,101323,13915,--,115238,100225,--,1098,114080,--,1158,0.85
6165,捷泰精密,313259,269040,44219,--,--,44219,182646,--,-138427,23584,-114843,3781,-118624,--,--,-118624,716,--,-117908,-118624,--,--,-117908,--,--,-1.25
6166,凌華科技,5962060,3452364,2509696,--,--,2509696,1922547,--,587149,20729,607878,146689,461189,--,--,461189,1340,--,462529,459842,--,1347,461367,--,1162,2.51
6168,宏齊科技,4341632,3772395,569237,--,--,569237,321149,--,248088,51590,299678,-18840,318518,--,--,318518,-44563,--,273955,317178,--,1340,272658,--,1297,1.58
6172,互億科技,195524,182948,12576,--,--,12576,20245,0,-7669,11139,3470,2449,1021,--,--,1021,--,--,1021,--,--,--,--,--,--,0.07
6176,瑞儀光電,36340069,31449700,4890369,--,--,4890369,2377481,184986,2697874,394141,3092015,753071,2338944,0,--,2338944,272137,--,2611081,2338944,--,--,2611081,--,--,5.03
6177,達麗,4006297,2156056,1850241,--,--,1850241,379183,--,1471058,-451,1470607,48507,1422100,--,--,1422100,4209,--,1426309,1422100,--,--,1426309,--,--,8.43
6183,關貿,898231,499001,399230,--,--,399230,200515,-4080,194635,9618,204253,32260,171993,--,--,171993,-105,--,171888,171993,--,--,171888,--,--,1.15
6184,大豐電,651430,288505,362925,--,--,362925,159320,--,203605,68958,272563,44372,228191,--,--,228191,-5142,--,223049,220808,--,7383,215666,--,7383,2.6
6189,豐藝電子,15122593,13778056,1344537,--,--,1344537,741023,--,603514,-1697,601817,107596,494221,--,--,494221,3520,--,497741,485009,--,9212,487790,--,9951,2.71
6191,精成科技,22911317,21163167,1748150,--,--,1748150,1624701,--,123449,67328,190777,72796,117981,--,--,117981,212719,--,330700,112497,--,5484,324842,--,5858,0.21
6192,巨路國際,4350217,3162970,1187247,--,--,1187247,595205,--,592042,6209,598251,147092,451159,--,--,451159,25639,--,476798,451159,--,--,476798,--,--,3.8
6196,帆宣科技,10107164,8888219,1218945,--,--,1218945,912997,--,305948,-16507,289441,50721,238720,--,--,238720,7034,--,245754,238279,--,441,245305,--,449,1.44
6197,佳必琪,3307444,2602263,705181,--,--,705181,519253,--,185928,51254,237182,35849,201333,--,--,201333,487,--,201820,201274,--,59,201863,--,-43,1.16
6201,亞弘電,2689280,2234548,454732,--,--,454732,338235,--,116497,21551,138048,29430,108618,--,--,108618,603,--,109221,108618,--,--,109221,--,--,1.22
6202,盛群,2895214,1514112,1381102,6299,--,1374803,772276,--,602527,76120,678647,97068,581579,--,--,581579,1982,--,583561,576737,--,4842,578792,--,4769,2.55
6205,詮欣,1881552,1423538,458014,--,--,458014,293710,--,164304,84866,249170,49433,199737,--,--,199737,20435,--,220172,203865,--,-4128,224228,--,-4056,2.84
6206,飛捷,3501302,2372775,1128527,--,--,1128527,377465,--,751062,39493,790555,94355,696200,--,--,696200,3270,--,699470,692342,--,3858,695612,--,3858,5.24
6209,今國光學,3281240,3046679,234561,--,--,234561,265617,--,-31056,-10821,-41877,7136,-49013,--,--,-49013,44556,--,-4457,-52417,--,3404,-8932,--,4475,-0.32
6213,聯茂,15019445,13397160,1622285,--,--,1622285,959624,--,662661,-13633,649028,268461,380567,--,--,380567,-16342,--,364225,380567,--,--,364225,--,--,1.17
6214,精誠資訊,11322056,8281424,3040632,--,0,3040632,2696720,--,343912,212433,556345,140063,416282,--,--,416282,6689,--,422971,415888,--,394,422560,--,411,1.72
6215,和椿科技,1494771,1102001,392770,--,--,392770,279252,--,113518,13249,126767,24801,101966,--,--,101966,1547,--,103513,101647,--,319,103194,--,319,1.23
6216,居易,759134,398908,360226,--,--,360226,201699,--,158527,3072,161599,32077,129522,--,--,129522,3937,--,133459,129522,--,--,133459,--,--,1.7
6224,聚鼎,1224907,630905,594002,--,--,594002,248674,--,345328,23873,369201,67779,301422,--,--,301422,3414,--,304836,301422,--,--,304836,--,--,3.77
6225,天瀚,104572,94042,10530,--,--,10530,84284,--,-73754,-1178,-74932,586,-75518,--,--,-75518,-13416,--,-88934,-75518,--,--,-88934,--,--,-1.17
6226,光鼎電子,776752,514255,262497,--,--,262497,217148,--,45349,-13896,31453,7262,24191,--,--,24191,3568,--,27759,24915,--,-724,28483,--,-724,0.29
6230,超眾,4417465,3362570,1054895,--,--,1054895,504301,--,550594,56403,606997,166524,440473,--,--,440473,7640,--,448113,440473,--,--,448113,--,--,5.1
6235,華孚科技,1013463,978640,34823,--,--,34823,235495,--,-200672,3906,-196766,0,-196766,--,--,-196766,10136,--,-186630,-196766,--,--,-186630,--,--,-1.22
6239,力成,30265861,25192376,5073485,--,--,5073485,1850315,--,3223170,402771,3625941,254970,3370971,--,--,3370971,19034,--,3390005,2454362,--,916609,2473396,--,916609,3.21
6243,迅杰,540844,396096,144748,--,--,144748,229115,--,-84367,11044,-73323,0,-73323,0,--,-73323,-1667,--,-74990,-73323,--,0,-74990,--,0,-0.99
6251,定穎電子,7971968,6663779,1308189,--,--,1308189,1009705,--,298484,-18724,279760,51949,227811,--,--,227811,11955,--,239766,230295,--,-2484,242250,--,-2484,0.81
6257,矽格,3947251,2602174,1345077,--,--,1345077,425280,--,919797,78863,998660,188999,809661,--,--,809661,12863,--,822524,830446,--,-20785,843309,--,-20785,2.29
6269,台郡科技,7758069,6329436,1428633,--,--,1428633,778690,--,649943,148637,798580,230722,567858,--,--,567858,13871,--,581729,567858,--,--,581729,--,--,2.56
6271,同欣電子,6411807,4440973,1970834,--,--,1970834,594809,0,1376025,37337,1413362,238529,1174833,0,--,1174833,27471,--,1202304,1174833,0,0,1202304,0,0,7.21
6277,宏正科,3577656,1459518,2118138,--,--,2118138,1370422,--,747716,41710,789426,213806,575620,--,--,575620,-8563,--,567057,563988,--,11632,555019,--,12038,4.72
6278,台表科,25487313,23099663,2387650,--,--,2387650,1217857,--,1169793,110281,1280074,430629,849445,--,--,849445,219935,--,1069380,692780,--,156665,924752,--,144628,2.47
6281,全國電,12651702,10144972,2506730,--,--,2506730,2098492,--,408238,27116,435354,72897,362457,--,--,362457,--,--,362457,--,--,--,--,--,--,3.65
6282,康舒,18150303,15386804,2763499,--,--,2763499,1956069,--,807430,249656,1057086,217211,839875,--,--,839875,13654,--,853529,841459,--,-1584,855218,--,-1689,1.62
6283,淳安電子,977735,1006190,-28455,--,--,-28455,227664,--,-256119,-177525,-433644,-41637,-392007,15805,--,-376202,8981,--,-367221,-376202,--,0,-367221,--,0,-2.78
6285,啟_科技,29062861,25191922,3870939,--,--,3870939,2648112,--,1222827,28957,1251784,273569,978215,--,--,978215,11859,--,990074,978215,--,--,990074,--,--,3.05
6286,立錡,8866607,5586013,3280594,--,--,3280594,2047026,-407,1233161,78515,1311676,212703,1098973,--,--,1098973,22459,--,1121432,1105103,--,-6130,1127530,--,-6098,7.44
6289,華上光電,170587,363546,-192959,--,--,-192959,76190,--,-269149,127691,-141458,0,-141458,0,--,-141458,1763,--,-139695,-141458,--,0,-139695,--,0,-0.53
6405,悅城科技,1479373,989104,490269,--,--,490269,95933,--,394336,9243,403579,107747,295832,--,--,295832,-728,--,295104,295832,--,--,295104,--,--,4.5
6409,旭隼,4970780,3673819,1296961,--,--,1296961,444737,--,852224,33438,885662,169115,716547,--,--,716547,9712,--,726259,716547,--,--,726259,--,--,10.38
6412,群光電能,19815608,17008627,2806981,--,--,2806981,1995796,--,811185,129652,940837,152602,788235,--,--,788235,-2346,--,785889,788964,--,-729,786484,--,-595,2.21
6414,樺漢科技,2949028,2366350,582678,--,--,582678,194226,--,388452,29969,418421,71020,347401,--,--,347401,2279,--,349680,347882,--,-481,350161,--,-481,5.38
6415,F-矽力,2326609,1262891,1063718,--,--,1063718,526317,--,537401,20018,557419,-10141,567560,--,--,567560,50447,--,618007,567560,--,--,618007,--,--,7.49
6422,F-君耀,1424569,842558,582011,--,--,582011,332809,--,249202,-4322,244880,87133,157747,--,--,157747,559,--,158306,157747,--,0,158306,--,0,5.12
6431,F-光麗,893021,681615,211406,--,--,211406,66396,--,145010,2304,147314,50808,96506,--,--,96506,9072,--,105578,96506,0,--,105578,0,--,2.44
6449,鈺邦科技,1111638,773709,337929,--,--,337929,146294,--,191635,6308,197943,52978,144965,--,--,144965,7253,--,152218,144965,--,--,152218,--,--,2.19
6504,南六,3858412,3097571,760841,--,--,760841,313927,--,446914,-5809,441105,138278,302827,--,--,302827,13649,--,316476,302827,--,--,316476,--,--,4.17
6505,台塑石化,719056827,693240739,25816088,--,--,25816088,7346154,--,18469934,5531015,24000949,1930706,22070243,--,--,22070243,5860574,--,27930817,22068931,--,1312,27929487,--,1330,2.32
6605,帝寶工業,10918081,7803502,3114579,--,--,3114579,1642248,0,1472331,14439,1486770,330708,1156062,--,--,1156062,14945,--,1171007,1166908,--,-10846,1181330,--,-10323,7.04
6702,復興航空,10061077,8681182,1379895,--,--,1379895,966526,--,413369,-19936,393433,101097,292336,--,--,292336,14319,--,306655,292336,--,0,306655,--,0,0.53
8011,台通,1666441,1351739,314702,--,--,314702,252027,--,62675,30011,92686,42874,49812,--,--,49812,2730,--,52542,118516,--,-68704,121239,--,-68697,1.38
8016,矽創電子,5413778,3939160,1474618,--,--,1474618,932246,--,542372,35884,578256,96699,481557,--,--,481557,-12796,--,468761,478723,--,2834,465927,--,2834,4.05
8021,尖點,2354428,1670554,683874,--,--,683874,342663,2668,343879,-16594,327285,70298,256987,--,--,256987,37749,--,294736,253843,--,3144,291212,--,3524,1.61
8033,雷虎科技,896920,651182,245738,565,--,245173,350894,--,-105721,-10931,-116652,8609,-125261,--,--,-125261,5201,--,-120060,-109246,--,-16015,-104045,--,-16015,-1.09
8039,台虹科技,7639892,5886066,1753826,130,0,1753696,870805,--,882891,-5751,877140,178591,698549,--,--,698549,14197,--,712746,698908,--,-359,712849,--,-103,3.42
8046,南電,26619455,25017715,1601740,--,--,1601740,1429427,--,172313,1491990,1664303,335943,1328360,--,--,1328360,1919975,--,3248335,1328360,--,--,3248335,--,--,2.06
8070,長華電材,12858560,12021017,837543,--,--,837543,871130,--,-33587,160583,126996,-3902,130898,-12238,--,118660,2417,--,121077,263402,--,-144742,256708,--,-135631,3.32
8072,陞泰,1428958,1001738,427220,--,--,427220,245372,--,181848,77409,259257,51738,207519,--,--,207519,0,--,207519,203457,--,4062,203457,--,4062,2.03
8081,致新,2983349,1894554,1088795,--,--,1088795,611668,--,477127,59989,537116,81069,456047,--,--,456047,-7357,--,448690,464610,--,-8563,457253,--,-8563,5.42
8101,華冠通訊,19389310,18033125,1356185,--,--,1356185,1173938,--,182247,-81819,100428,83526,16902,0,--,16902,11754,--,28656,16900,--,2,28654,--,2,0.04
8103,瀚荃,2269991,1545523,724468,--,--,724468,373629,--,350839,33031,383870,90031,293839,--,--,293839,12132,--,305971,292759,--,1080,304830,--,1141,3.89
8105,凌巨,10856742,10073186,783556,--,--,783556,766222,--,17334,108148,125482,12664,112818,--,--,112818,32528,--,145346,112818,--,--,145346,--,--,0.26
8110,華東,7589227,6476310,1112917,--,--,1112917,307546,--,805371,-26326,779045,105346,673699,--,--,673699,72379,--,746078,673699,--,--,746078,--,--,1.35
8112,至上電子,37186615,36168448,1018167,--,--,1018167,693786,--,324381,53765,378146,87001,291145,--,--,291145,21329,--,312474,251429,--,39716,270405,--,42069,1.11
8114,振樺電子,2142804,1246124,896680,--,--,896680,382653,--,514027,29016,543043,96479,446564,0,--,446564,-266,--,446298,443321,--,3243,443001,--,3297,6.78
8131,福懋科技,6782774,6022933,759841,--,--,759841,99537,--,660304,3574,663878,150246,513632,--,--,513632,19326,--,532958,--,--,--,--,--,--,1.16
8150,南茂科技,16208702,12478667,3730035,--,--,3730035,1041274,--,2688761,813987,3502748,737634,2765114,--,--,2765114,-635409,--,2129705,2310946,--,454168,2059448,--,70257,2.7
8163,達方電子,15751612,14050171,1701441,--,--,1701441,1772896,--,-71455,87176,15721,14557,1164,--,--,1164,85733,--,86897,1671,--,-507,87404,--,-507,0.01
8201,無敵,1394674,1160191,234483,1674,739,233548,348756,--,-115208,10238,-104970,6544,-111514,--,--,-111514,1361,--,-110153,-111514,--,0,-110153,--,0,-1.25
8210,勤誠興業,3228640,2215957,1012683,--,--,1012683,510904,--,501779,25647,527426,101004,426422,--,--,426422,364,--,426786,426422,--,--,426786,--,--,3.56
8213,志超,17807932,14502474,3305458,--,--,3305458,1541994,--,1763464,-39450,1724014,321895,1402119,--,--,1402119,46514,--,1448633,1207676,--,194443,1244791,--,203842,4.45
8215,明基材料,12412961,10562702,1850259,--,--,1850259,833270,--,1016989,-134425,882564,11352,871212,--,--,871212,133884,--,1005096,871212,0,0,1005096,0,0,2.72
8249,菱光科技,4248549,3647587,600962,--,--,600962,304600,--,296362,64031,360393,89365,271028,--,--,271028,-68801,--,202227,271028,--,--,202227,--,--,2.13
8261,富鼎,1544862,1300719,244143,--,--,244143,157673,--,86470,27373,113843,17588,96255,--,--,96255,3283,--,99538,96255,--,--,99538,--,--,0.54
8271,宇瞻科技,7746662,6727164,1019498,--,--,1019498,554004,0,465494,-2983,462511,93009,369502,--,--,369502,-601,--,368901,369502,--,--,368901,--,--,2.73
8374,羅昇,3185745,2693109,492636,--,--,492636,462175,--,30461,-36741,-6280,-5722,-558,--,--,-558,10555,--,9997,158,--,-716,10716,--,-719,0
8404,F-百和,2656579,1776974,879605,--,--,879605,487370,--,392235,9520,401755,113706,288049,--,--,288049,10250,--,298299,272099,--,15950,281281,--,17018,1.22
8411,F-福貞,4514101,3849723,664378,--,--,664378,339801,--,324577,4704,329281,112412,216869,--,--,216869,26303,--,243172,216869,--,--,243172,--,--,1.43
8422,可寧衛,1584477,506137,1078340,--,--,1078340,209863,--,868477,18456,886933,143562,743371,--,--,743371,104,--,743475,743578,--,-207,743622,--,-147,6.83
8427,F-基勝,4289318,3606294,683024,--,--,683024,820610,--,-137586,-189000,-326586,-87235,-239351,--,--,-239351,13144,--,-226207,-239351,--,--,-226207,--,--,-2.22
8429,F-金麗,4213231,2726169,1487062,--,--,1487062,352478,--,1134584,-8864,1125720,387566,738154,--,--,738154,27553,--,765707,738154,--,--,765707,--,--,6.1
8443,阿瘦,2097317,938601,1158716,--,--,1158716,1056012,--,102704,10886,113590,20547,93043,--,--,93043,1686,--,94729,88492,--,4551,90178,--,4551,1.45
8454,富邦媒,17562819,15131197,2431622,--,--,2431622,1355559,1143,1077206,55712,1132918,229952,902966,-78329,--,824637,15403,--,840040,845005,--,-20368,860270,--,-20230,6.61
8926,台汽電,1232475,1009285,223190,--,--,223190,171581,--,51609,1398881,1450490,16431,1434059,--,--,1434059,-7491,--,1426568,1434059,--,--,1426568,--,--,2.43
8940,新天地,1127431,685616,441815,--,--,441815,541451,--,-99636,-17270,-116906,3550,-120456,--,--,-120456,1885,--,-118571,-101248,--,-19208,-99334,--,-19237,-1.5
8996,高力,1812784,1347286,465498,--,--,465498,260985,--,204513,-5243,199270,30004,169266,--,--,169266,1363,--,170629,169266,--,--,170629,--,--,2.08
9802,F-鈺齊,6306724,5304215,1002509,--,--,1002509,632363,--,370146,-2506,367640,82228,285412,--,--,285412,35807,--,321219,287575,--,-2163,322938,--,-1719,2.41
9902,台火,88700,83444,5256,--,--,5256,16892,--,-11636,10632,-1004,0,-1004,--,--,-1004,1030,--,26,-1038,--,34,-26,--,52,-0.01
9904,寶成工業,179652458,139249280,40403178,--,--,40403178,35043206,--,5359972,5644370,11004342,1532505,9471837,--,--,9471837,-1626288,--,7845549,6140622,--,3331215,5041035,--,2804514,2.09
9905,大華金,6377014,5232604,1144410,--,--,1144410,429609,--,714801,64356,779157,158719,620438,--,--,620438,40332,--,660770,620438,--,0,660770,--,0,2.03
9906,欣巴巴,22133,18344,3789,--,--,3789,42778,2270,-36719,-3466,-40185,3285,-43470,--,--,-43470,0,--,-43470,-43470,--,--,-43470,--,--,-0.62
9907,統一實業,28037298,24976451,3060847,--,--,3060847,1824033,--,1236814,-314078,922736,238352,684384,--,--,684384,-74951,--,609433,689975,--,-5591,631939,--,-22506,0.44
